p2.key,p2.hotel_name,p2.city_name,p2.country_code,p2.hotel_address,p2.star_rating,p2.postal_code
3ACD7067CFEB093E13FFA3F020DBBDDC,Citycourt Hotel,Beijing,CN,"NO.14 Liulisi Xiang, Baochao Hutong, East Gulou Street",3,100009
1D621120A54FB648CB3D036BB353BABE,Hilton Budapest,Budapest,HU,Hess Andras ter 1-3,5,1014
F300ED2FD2F5EF9CAFBDA10882AC03B1,Pullman Abidjan,Abidjan,CI,Avenue Abdoulaye Fadiga,4,01 BP 2185
F74035161E2D77E329EFF149E00A6A47,Hotel Da Vinci,Vinci,IT,Viale Togliatti 157,4,50059
E0D048719C072DB162E649E9CCBFE975,The Colonial Kaanchi House Mount Abu,Mount ?bu,IN,"Bungalow No-19, Golden Hill, Dondai",0,307501
E50732EE544EB7B85626FF11A0164A03,Resorte De Tio Carmino,Calangute,IN,"Gaura Vaddo, Near Snip & Spa Saloon",2,403516
62FFFD413E498D17D11937928652B2E9,San Giorgio,Paraga,GR,Paradise Beach,4,84600
E08FCC4803E06507CC6CF38A3261964D,Riad Dar Saba,Marrakech,MA,Quartier Riad Laarouss Derb Sidi Bouamer N°278,0,40000
80EB2CC130B556A4CFBFF21A6E4B3B02,The Red Brolly Inn,Pitlochry,GB,"Ballinluig, near Pitlochry, Perthshire",0,PH9 0LG
06FFCFA76722CF6C86018528C5CAE876,Rustle Hill Home Stay-Ella,Ella,LK,"3rd mile post, passara road,ella",0,90010
BF141851FFC4C0363C9BD7252C2C7878,Hotel Royal Haveli,Jaisalmer,IN,"Near Desert Boy's Dhani, Dibba Para",0,345001
BC59DE27D45B3137EB6325D756206A52,Joglo Taman Sari,Ubud,ID,"Jalan Sandat, Banjar Taman",3,58900
360C3E64442E2C683F25AC1D5714F97D,Baan Kasirin Resort 2,Ko Lipe,TH,Moo. 7 Tambol. Ko Sarai Aumpor. Muang,0,91000
0C59BDB70421C7F027450B77CF13506A,7Days Inn Fuzhou Mawei,Fuzhou,CN,196 Jianxing Road Mawei District Fuzhou,2,350015
DA0A4C75F1140DD5A70124749B5323B8,Kaba Kaba Estate - an elite haven,Buwit,ID,"Banjar Beringkit, Desa Kaba Kaba",5,82121
95D3B897B5893868BF6D7434E1F82CFE,Lion Inn Guest House,Negombo,LK,"No:78/B,Levis Place,Negombo",1,11500
7751A3F337F45FC56FBAB83C3559ED66,Frog and Pheasant Guesthouse,Luye,TW,"No. 16, Lane 21, Ping-Ding Road",0,95541
28E9D8AD13F35008C7E4DB1FC13B8B37,Lake Edge Holiday Inn,Tissamaharama,LK,"Lake Edge Holiday Inn, Sadungama Road,  tissamaharama",0,82600
30B2F012FD143DD5A620C46723E11C93,Notting Hill Hostel,Shenzhen,CN,No.62 Xinghua 2nd Rd ,0,518101
1EC6D793E7C63139B255C2545AFDA1CC,Heideber Hotel,Haikou,CN,"No.13 Yusha Road, Guomao",0,570100
53A2B2AEFE7AC30E248F3524DF9F2F50,Best Western Plus DeSoto Inn & Suites,Mansfield,US,611 Jenkins Street,4,71052
6CA6F73B00573411D63A791A77BA949B,Ryuo Park Hotel,Yamanouchi,JP,Yomase11700-18,3,381-0405
CFDBC9215E11EADE94FF4EE32E2FF5A8,Hotel Sai Dharam Palace,Shirdi,IN,"Opp To Sainagar Railway Station , Opp To Sai Sarita Hotel , Near Dnyaneshwar Mandir , Nagar Manmad Road , Shirdi , Tal- rahata , Dist - Ahmednagar",3,423109
F1F971758F82E1B3B14D656802F4DC60,Chittawan Guesthouse,Aranyaprathet,TH,"247/1-3 Moo 2, Ban Mai Nong Sai, Aranprathet, Sakaeo",0,27120
AD5FDB89EFF04AECDC386BE7B7DE177A,Kandy Bungalow,Kandy,LK,"2/212, Victoria Bungalows,  Sri Rahula Mawatha, Digana, Kandy",0,20180
75608E10CF68798F0F3612B7E6A881C3,Xing Yi International Apartment Chimelong Aoyuan Branch,Guangzhou,CN,"1108, No. 6 Aoyuan City Tiandi, Hanxi Avenue East",0,510000
C5AB784B5E415E2AC72BFD0F5D719BF1,Sekar Nusa Villas,Nusa Dua,ID,"Jalan Raya Nusa Dua Selatan, Sawangan",3,80363
F39DFD8FB7FC9AC4851847661C686E1B,Ramos High Rise Tower,Cebu City,PH,F. Ramos Street,0,6000
84AC404399ED84D6A2127EB0C336280D,Avant Aeropuerto,Torrejón de Ardoz,ES,"Avenida de las Estaciones, 20",4,28850
58D2A07CFFB594967635F46FAC13F559,Sunshine Hotel,Mawlamyine,MM,"Near Mawlamyaing Railway Station & Highway Bus Center, Mawlamyaing Asia Road",2,11111
41E8CDA5F4AFC28F7587E88670824C80,Grange Villa - Legian,Legian,ID,Jalan Bisma,0,80361
E601DD0CDADCB0441FE9BCC4859E2C1E,Kaohsiung Beauty-House,Kaohsiung,TW,"No. 21-1, Xinguang Road",0,806
F2EA68D7F8C88649A31393A0F9459930,Hotel Residence Europe,Clichy,FR,52 boulevard Général Leclerc,3,92110
2871D86EA442B2496F4774B3810B2142,"Radisson Blu Royal Hotel, Bergen",Bergen,NO,Bryggen,4,5835
248D9EB001FF4858F5573DBC599D0D5E,"The Pride Hotel, Nagpur",Nagpur,IN,Opp. Airport Wardha Road,5,440025
C82BE687B2DE15BFC3709938786788D9,Hampton Inn and Suites Miami-South/Homestead,Homestead,US,2855 Northeast 9th Street,4,33033
A8D9F9C878B2E2FE21DB2CE44FA74B0B,Hampton Inn Rochester-Webster,Webster,US,878 Hard Road,3,14580
F94F4C31C6BDA7B234247D0E1C1C948C,El Cielito Inn - Makati,Manila,PH,804 A. Arnaiz Avenue,3,1223
A716D02E890A3073248443637B3A9158,Griya Santrian a Beach Resort,Sanur,ID,Jl. Danau Tamblingan 47,4,80228
733C7CB612B2F9028DC4FA8780976BA9,Econo Lodge Hesperia,Hesperia,US,11976 Mariposa Road,2,92345
A34B0E17D331DC0C6F91DF25172BFD52,Northcliff Manor Guesthouse,Johannesburg,ZA,"7 Hearn Drive, Northcliff",4,2195
81118D0C70C9D2A5C7CF9F5A748B1F13,Peppers Moonah Links,Fingal,AU,Peter Thomson Drive,4,3939
C022CF41A12658E227AEB252F734364D,Centric Place Hotel,Bangkok,TH,"502/29 Soi Yucharoen, Asoke-Dindaeng Rd",3,10400
97E2872B32EC36AC6C16E4CC9CA1792D,Hotel Delta Sinar Mayang,Sidoarjo,ID,Jl. Diponegoro,2,61213
157D0D7224E3865D5B10C5511E96B6F8,Beijing Dongjiaominxiang Hotel,Beijing,CN,23A DongjiaoMinxiang,4,100006
A706E47A916BE2930E004265F39E7701,Mantra Amaltas,New Delhi,IN,"23, Friends Colony (West)",4,110065
D6913C611706FD5BDE6A11CE9C5F19E8,Sheraton Eatontown Hotel,Eatontown,US,6 Industrial Way East,3,7724
F27D76425E18919FC1E64DC686708A1A,Peach Blossom Castle,Nanhui,CN,No.9191 Hunan Highway,3,201300
0CCB6EF04798544C8BCCF61239BEE215,Hilton Bogotá,Bogotá,CO,Carrera 7 No. 72-41 ,5,110221
3F71CCFC983AA613BB53681A1972BFD6,Mediterranean Motel Kaikoura,Kaikoura,NZ,239 Beach Road,4,7300
B96A3AC29C1F07B1EB43F1F78218E3F0,DORMERO Hotel Frankfurt,Frankfurt/Main,DE,Lissabonner Str. 2,4,60327
A385526B8DA535EC8290E82A6651474D,Villa Marick,Seminyak,ID,"Jalan Nakula Gang Baik-baik 2, Seminyak",4,80361
8D462260C7DFD0A6F9DCC45A732796AD,Window To The Tower,Pisa,IT,Via Santa Maria 165,0,56126
1559A998A4E7564A276A3046E6FF5452,Appart'Tourisme Paris Porte de Versailles,Paris,FR,36 rue du Hameau,0,75015
49FBA7AA96AC4B1F90CFEB610964FC68,Nantra Sukhumvit 39,Bangkok,TH,"1/46 - 49 Sukhumvit 39 (Prompong), North Klongton, Wattana",3,10110
728B5563F53C36F9B434FACEB6F47F8F,Appart'City Le Mans Centre,Le Mans,FR,34 boulevard Robert Jarry,3,72100
492A92BDD544C73A4F11AEA111E3A506,J. Sea View Resort,Baan Tai,TH,"49/4 Moo 2, BaanTai Market , T.Baantai ,Koh Phangan, Suratthani",2,84280
ADADC8964B0550C8C240454314A1AB09,City Hotel Lonestar,Tokyo,JP,Shinjuku-ku Shinjuku 2-12-12,3,160-0022
E710EF59E63855558608BA6BFE49D4E6,Grand Hotel Ladozhsky,Saint Petersburg,RU,Shosse Revolutsii 112 Bld 3,3,192026
826BF8B8FEC6CDB3647104C5F2540F7F,Novotel Aachen City,Aachen,DE,Peterstr. 66,4,52062
14B713133DC33EA9720C23EB25BD7AA7,Americas Best Value Inn Brenham,Brenham,US,2217 South Market Street,2,77833
7069FC7163864947AEB767B9FDB18FBF,Sylvania Hotel Melbourne,Campbellfield,AU,1631 Sydney Road,3,3061
6918D2A502CCB9FBC3ED71BE67C35974,Pakdee Bed and Breakfast,Bangkok,TH,Petchaburi 15 Petchaburi Rd. Phayathai Rajchathewee,3,10400
A0678290F4AAE6D46A585B357D2122FC,Strozzi Palace Hotel,Florence,IT,Via de' Vecchietti 4,4,50123
6597974D9C06A52E7EB40C74A21A9EC4,NH Collection Barcelona Gran Hotel Calderón,Barcelona,ES,"Rambla Catalunya, 26",5,8007
795837A258B608BF5C0C1288EFA4D59C,Maciá Condor,Granada,ES,Avenida Constitución 6,4,18012
