p1.key,p1.hotel_name,p1.city_name,p1.country_code,p1.hotel_address,p1.star_rating,p1.postal_code
F8685C659AF9347E0B1CF5C7FF2959AF,La Flora Pavanputra Resort & Spa - Hassan,Hassan,IN,"Flat No. 114, 116, 117, Rangoli Halla, KIADB Industrial Growth Centre, H.N Pura Road",3,573201
ED5B3D895C9EFC8E91E807219B1EEBAE,Villa Lestaru,Bali,ID,jalan lodtunduh gang pura bija 80571 Bali indonesia,3,80571
C04E8E6072B4D4DD1D593ACD3CB29145,Apartments Merchant House,Saint Petersburg,RU,25 Dobrolubova avenue,3,197198
5D93A581859D164F88262B1433749391,Gracious Bagan Hotel,Bagan,MM,"Block 17-20 ,Hotel zone (4) , New bagan.",3,
DDDD724E7D90FC825F47B0590AC2C483,Hotel Satyug,Ujjain,IN,"44, Gudri Chauraha, Near Mahakalehwar Mandir",2,456001
9CD0A33748FB4C7C9EF6528FDB80A8FE,OYO Rooms Akshay Park,Dharwad,IN,"Akshay Park, Airport Road, Gokul Road, Hubli-Dharwad",3,580030
936ACA6A2C63F7207B732A641320E919,Europa Centro Hotel,Magaz de Pisuerga,ES,Urb.Castillo de Magaz34220 magaz de pisuerga-palencia,4,34220
8EE0DD3ABB823F07430D1F5BD7B511EB,Mercure Munich Schwabing Hotel,Munich,DE,Leopoldstrasse 120,3,80802
74354E0523FBE4E9D37A85CF580593E3,7 Days Inn Chongqing Shiqiao Pu Subway Branch,Chongqing,CN,"No.3 Keyuan First Road, Yugao Mansion, Shiqiaopu",2,
C8B9ABFFB45BF79A630FB613DCD23449,The Laguna a Luxury Collection Resort and Spa Nusa Dua Bali,Bali,ID,Kawasan Pariwisata Nusa Dua Lot N2,5,80363
A84D082E83469D1B439EED55352EC697,Thanh Sang Hotel,Nha Trang,VN,12 Tue Tinh Street,2.5,
A0443C8C8C3372D662E9173C18FAAA2C,Best Western Plus Centreville City Centre Quebec,Quebec City (QC),CA,330 De La Couronne,3,G1K 6E6
2042001847A1539C4205E0935326B3E5,Kowakubi onsen Ryokan Syohoen,Akita,JP,"268, Kowakubi, Kowakubi, Daisen-shi",3,019-2335
99944930409083E947589A83F3E78568,Olivia Resort Serviced Apartments and Bungalows,Bohol,PH,Danao,3,6340
B14DC78CA4E4435D66D0DA6D1FA6F3B4,Tien An Hotel,Ho Chi Minh City,VN,22 Truong Dinh street,1.5,70000
297D65D7FF07B6C87DE4D23167444996,GreenTree Inn BeiJing XiZhiHe Dimension Stone Market Express Hotel,Beijing,CN,"Floor 4, Commercial Building, WangCun Road, ChaoYang District",2,100023
A39B6FD48FF4E7E080D84CF7F5739A8A,Holiday Villa Gram,Dhaka,BD,"House No. SW (E) 1A/2, Road No.7,Gulshan-1(Diplomatic Zone)",3,1212
865F122C979C089945FC155D3A3B981E,Novotel Nice Centre Vieux Nice,Nice,FR,8-10 Parvis de l Europe,4,6300
556DBFC342E6112DCE81B8226189B79D,Hotel Gulistan,Srinagar,IN,"Old Gagribal Road, Buchwara, Dal Gate Srinagar J&K 19001",3,190001
FDEFE73FBCA39C4B90DD74E45FDF7EDE,Asung Guest House and Villa,Bali,ID,"Jl. Raya Padonan - Jl. Danau Batur, Banjar Kulibul Kawan",1,80361
C90D11A29B6D03EC4C0FA0552DB460D3,The Premium Residence,Roi Et,TH,Tawapiban Soi 11,3,45000
70E2ED687C4F48C4B5DBAF8D5DAF1CD3,Saigon Hostel One,Ho Chi Minh City,VN,36 Bui Vien Street,1,70000
C1572EF78AB09F123050E9DDDD8EC297,Hotel Sogo Bagong Barrio Caloocan,Manila,PH,5 Gen Mascardo Street Bagong Barrio,2,
47F74D88E812CD45A074EFD6F09E8E82,Grow Residences,Bangkok,TH,"765, Ramintra km. 11 rd., Khannayao",3.5,
0800AB8E66FF24628766373A9E125FAD,Bali Dream Costel Hotel,Bali,ID,Jl. Gelogor Carik I No.20,1,80221
AF71EB9A09E577CCB638840FD0E7C0DF,Hotel Mudrin,Boryeong-si,KR,"2270-2 Sinheuk-dong, Boryeong-si",4,355-943
3A0039709A62567DA5910352D68487BD,Doubletree by Hilton Kuala Lumpur Hotel,Kuala Lumpur,MY,348 Jalan Tun Razak,5,50400
B4D951D53AB4175B17F88E979AB2DD5E,Spring Hotel,Vung Tau,VN,"4A, 8 Thuy Van Street, Ward 8",3,
A7B2719A5F0A3317621D8E50994D4C51,Pinnacle Apartments,Canberra,AU,11 Ovens Street,4,2604
1830743CA9C6D0643BCCD16A43CA0230,Brise De Kep Restaurant & Guesthouse,Kep,KH,18-19 on the Kep Beach Street,1.5,
1778C4E79698C38CA6168C2217987E80,Jongno Cullinan Hotel,Seoul,KR,"142,Nakwon-dong,Jongno-gu",2.5,
A173AE5F8E7DFC18BD13251A7C6C1320,Le Grande Residency,Ahmedabad,IN,"Old Shada Mandir Cross Road, Behind Gujarat College, Ellisbridge",3,380006
403F628555E6ED2C515E55C17339BAC6,Four Points by Sheraton Bangkok Sukhumvit 15 Hotel,Bangkok,TH,4 Sukhumvit Soi 15 (BTS Asoke/MRT Sukhumvit),4,10110
3C9A19376914C30FE63333A30AF21763,Hotel Crescent Asahikawa,Asahikawa,JP,5-8 Midoribasi-dori,3,070-0035
13664FFBC74B9A99FA3F9E05C630FB7B,Scholars Hotel Suzhou Xinhu,Suzhou,CN,"81 Huyang Road (Huyang Lu), Hushuguan Industrial Park",3.5,215151
E88EF6E0A74A6B8765218B9416EEDE8F,Hilton Boston Woburn Hotel,Woburn (MA),US,2 Forbes Road,3,1801
E1169FB3CA6E79162008549895ACE35F,Fort Barli Hotel,Ajmer,IN,"Near Bijainagar, District Ajmer(80 kms from Ajmer)",3.5,305624
D434ECE4AF9392B7DE82A24DA8DD97B0,Best Western Cinemusic Hotel,Rome,IT,"128, Tuscolana Street",4,182
F19D766341F7F1F6EF8E87649777775B,Justa Off MG Road Hotel,Bangalore,IN,"No 30/1 ,2nd Cross , Ulsoor Road",4,560042
B351981D52CC512EBC32AB5531000988,Bluemoon Loginn,Bangalore,IN,"154, 9th Main Road, Sector 6, HSR Layout, Sector 7, HSR Layout",2,560102
20617EC4DCD20F7DE2F84BC28B5D8565,Phoenix Hotel Hakuba,Nagano,JP,"4690-2Hokujyo, Hakuba, KitaAzumi",4,399-9301
2DFA159B8B287D0E86B2AE1A77F6A3DA,Quality Inn Piedras Negras,Piedras Negras,MX,Carretera 57 S/N,2,26070
380BE148C8C733D9A4785945DCCEF284,Old Nevsky,Saint Petersburg,RU,"Nevsky prospect, 147",3,191024
6C21B22DCC7705E4B7DC62C3BFC091C9,Djajanti House,Semarang,ID,"Jl. Semeru 4B Semarang, Central Java Indonesia",1,50231
42787F4DAB0518B32A8A4C6492B0229A,Rumah Tyang Villa,Bali,ID,"Jl. Suweta No. 51, Ubud, Gianyar, Bali",4,80571
7FBE50905EB452244046323136C5F6F9,Smile Inn - Taipei Main Station,Taipei,TW,"6F, No.8 Guanqian Road",3,10047
6E0D83BDC49FB7DD5CCADFC3A0427CEA,Hak Boutique Hotel & Resort,Siem Reap,KH,"Country Road Wat Chowk, Off Street 52, Phnear Chey Village, Svay Dangkum Commune,",3,
B39C2FB2C9392224D7821AC361BF12FA,Pension and Gallery Natsuminosato,Furano / Biei,JP,"4sen, Bieigenya",1,071-0239
212C7A3987EA05C4ECE109D08EA5FF69,Quality Inn,Gallipolis (OH),US,577 State Route 7 North,2,45631
78F7EDF224FE456C2CBB68CE72662F9E,Premiere Classe Tours Nord,Parcay-Meslay,FR,"ZA nr.2, 1 rue des ailes, RN10",1,37210
84E3FDFFB2C22DB09A5ABC1971220C2F,Country Inn And Suites By Carlson Meerut,Meerut,IN,"Hapur Bypass, Uttar Pradesh",4,250002
F9B0D33A211816786834502C05296585,Kimchee Hongdae Guesthouse,Seoul,KR,"570-16, Yeonnam-dong, Mapo-gu",1,
FF0327929276DCDD3493AE65BCA69BAD,Shangri-la Hotel Manzhouli,Manzhouli,CN,No.99 Liudao Road,5,21499
05BA4244D1FD48A4D9C320ECC5B594B3,Teavapiti Lodge,Raiatea,PF,Uturoa,2,
7992D276CA92322A03A25D3425B46CE2,Mingtown Etour International Youth Hostel Shanghai,Shanghai,CN,"No. 55, Jiangyin Road",2,
AF025DF42053F8A8E60EFEC84D12A8FE,Sleep Inn & Suites,Edmond (OK),US,3608 S. Broadway Extension,1,73013
43F1A84AEAF2C9789A922F9550E9268F,Friendly Villa,Siem Reap,KH,"150m North of Angkor Night Market ,Phoum Steung Thmey",3,1710
5034210DA24D425A31074C70F22B6ADA,Central Hotel,Sihanoukville,KH,"108st, 1 village, Sangkat 2,Khan Mittapheap",1.5,
D6EFC8688149DAFCCA13775EDE5392EB,Hilton Garden Inn Naperville Warrenville,Warrenville (IL),US,28351 Dodge Drive,2.5,60555
A124F09C0C9A30BF0AAE8F1639641191,Hanting Hotel Qingdao Electronic Information City Branch,Qingdao,CN,No.57 Rehe Road,2,266021
0BFB73736D13A44ADA9659D13AB2F1A5,Viva Wyndham Maya - All Inclusive,Playa Del Carmen,MX,"Paseo Xaman-ha, Lote Hotelero No. 5, Fracc. Playacar",4,77710
68799730F7B747526AAD6AC41CC98622,Affittacamere I Prati Di Roma,Rome,IT,68 Della Giuliana Street,0,195
469D44D076E5B6B7C37AD6812E8F4BD4,Spanish Lace Motor Inn,Townsville,AU,"106 Bowen Road, Rosslea",3.5,4812
FA8A19487BCEDC1A7D6630926BEE8C6B,Oxford Abingdon Hotel,Abingdon,GB,"Marcham Road, Abingdon",3,OX141TZ
77E9C1365B3F7D610691F5460BA4B530,Sterling Hotel,Madrid,ES,29 San Bernardo Street,3,28015
2707B2F06A3967105746389278BDF01D,Ritz HouseBoat Srinagar,Srinagar,IN,"Nageen Lake, Bagh-e-Shagufa",2.5,190006
44139389514C57A30D699DBCB72515DA,Jurys Inn Dublin Christchurch,Dublin,IE,Christchurch Place,3,
A66784CE62116BEB1B9597B00D326677,Aman Gati Hotel Balangan,Bali,ID,"Jl. Pantai Balangan, Br. Cengiling",3,80361
AFF434AE3F394D80B3303EA3ED51A298,Temple Beach House,Brunswick Heads,AU,2 North head road,5,2483
743FD76084350CB5A43137D629DA3AF4,Quality Inn Athens,Athens (AL),US,1488 Thrasher Blvd,3,35611
2554D67E159BD766B508B2310E2F21DA,Four Points by Sheraton New Delhi - Airport Highway,New Delhi and NCR,IN,"Plot no.9,National Highway 8-Samalka",4.5,110037
14F8140FC71E69419FD4094A29DD6A7B,With U Hotel & Guesthouse,Sokcho-si,KR,"3993, Donghae-daero",2,24892
92695AA24439CBF5BB98C3D9F321A1F8,Lucky Tuna,Unawatuna,LK,Welladewala road,3,80600
A6987B0F4C0916C00AAD8CDA4B683A8F,Quin Homestay,Kota Kinabalu,MY,"University Utama Condominium, Jalan Kayu Madang. Phase 2, Blok S. Telipok",0,88450
5D9E6504B31F84B8F4F3AE5D5AA96608,Hotel Risberg,Gallipoli,IT,Viale Della Chiesa 15 - Loc. Baia Verde,3,73014
D3786CF277F52D7B092B75655B5617E7,Rodeway Inn and Suites,Shreveport (LA),US,5101 Westwood Park Dr,3,71109
C56A022B15250525F8B9BDFC41A13152,Hilton Mystic,Mystic (CT),US,20 Coogan Boulevard,3,06355-1900
9A18C77572A2181F8BB6A4B13921A606,Starhotels Grand Milan,Saronno,IT,Via Varese 23,4,21047
F21CA59C53E2CC4E1A59657D14258F9C,My Port Lincoln Place,Port Lincoln,AU,23 Flaxman Street,4,5606
7E6063129FAD2ACAA964F862013812C3,McKays Hotel,Pitlochry,GB,"113 Atholl Road Pitlochry, Perthshire",3,PH16 5AG
86424FD3C673546C3C42A822B84FF780,Nol Guest House,Busan,KR,"3F,21-3,Kwangbok-ro,Jung-gu",1.5,600-805
75470A6D2EDF1479BC08ECB9669ED23A,Falcon Hills,Sharm El Sheikh,EG,"Motels St., Um El Sid",3,11234
42574D81C0B7EF4DC05E0314D99D732F,Hotel Grand Majesty,Guwahati,IN,Hatigaon Road Near Namghar,2.5,781038
F8F57B2910D8F076700F8E3D49C79A52,NH Collection Monterrey,Garcia,MX,Avenida José Vasconcelos,4,66266
7EBFA4D3D4B699E8617E0785011E6EFC,Kanneliya Mount Resort,Galle,LK,"Kanneliya Road, Koralegama, Panangala",1,
A41ACDC5EE71BFD2D394B8F71F289BE9,Hotel Sunray,Kandy,LK,"117/8, Anagarika Dharmapala Mawatha",3,20000
FF8A5F92AF401E7A4D1EBA9754641A0D,Albury Townhouse Motel,Albury,AU,461 Wilson Street,3.5,2640
0F05014F6A7AD654A90D37BEB637CB87,Jie En Apartment Shenzhen,Shenzhen,CN,"Jie En Building,Song Ling road ,Fu Tian district , Shen Zhen",2,518031
FE356F1F45F8FBECF73A15B069FECA48,Vaperse Apartment,Guangzhou,CN,"No.5 Jinsui Road, Zhujiang New Town",5,510000
8F8B0E8D2A4C14E1EB97A7B0538686DC,B2 Nimman Hotel,Chiang Mai,TH,"8 M.5 Sirimangkarajan ,Road T.Suthep A.Muang",3,50200
FCB26E7416C1CF3DB29CF9A4831EDC0C,Casa Artista Hotel Bali,Bali,ID,"Jalan Sari Dewi 17, Seminyak",3,80361
E85B1AFE4C816917EE3FDFA75C075F53,Jayamal Rest,Nuwara Eliya,LK,"35, Seethaeliya, Nuwaraeliya.",1,22200
2C30DBCED2CA2DA386510D7416679269,Hotel Paragon,Busan,KR,"564-25, gwaebeop-dong, Sasang-gu",4,
53BCE235D31F30D014023051174C9C0E,7 Days Inn Wuyuan Tiaoyou Raod Branch,Shangrao,CN,"No2 Tianyou Road, Wuyuan",2,333200
D0E2B031D0FECD647B4DB20FFD8B0BDA,Racecourse Space Hotel,Sydney,AU,"Figtree Hall, Gate 5 High Street, Kensington",3,2033
5F969D4714BB243B9AB94434F78E6332,Yongan 101 Bed and Breakfast,Taitung,TW,"No. 23, Yong'an Street",2,95059
0C3E611162F30A77FE37246DBC64E71F,Comfort Suites,New Bern (NC),US,1006 Old Cherry Point,3,28560
1661891ADEA5C2F71A303FE7062787C4,Sheraton Hokkaido Kiroro Resort,Otaru,JP,"650 Tokiwa, Akaigawamura, Yoichigun",5,046-0593
CDBEC86D8148C2F1928F9D1102EC80FF,K Road City Travellers Hostel,Auckland,NZ,146 Karangahape Road Newton,3,1010
04AA1213E8C04D32E865AE44D3FC4C2F,Hotel Alpha Makassar,Makassar,ID,Jalan Pelita Raya 28,1,90222
30C578355DF185F29C63C1FA7695CE10,RedDoorz @ Fatmawati,Jakarta,ID,"Jalan Abdul Majid Raya No. Kav 16, Cipete Selatan",3,12410
048E9AEE4FFE42EFBF7865F0BD5A2FA4,Novotel Aix En Provence Beaumanoir Hotel,Aix-en-Provence,FR,"Rue Marcel Arnaud, Résidence Beaumanoir",4,13100
07B8CFE5B112AA26F1E749C5D1C85B9E,I Lodge Hostel,Siem Reap,KH,30 Tepvong Street,1.5,
B0B45F2C49E0002A990B642E194E37D4,Canary Hoang Yen Boutique Apartment,Nha Trang,VN,88 Nguyen Thien Thuat Street,2.5,
61D98D350571259A72C720165A6464F3,Oda Bungalow,Lombok,ID,Gili Trawangan,1,
A0DF83293F3F2B671F0ADCD6B4707D3F,Daemyung Nuri Hotel,Busan,KR,271 haeundaehaebyunro,2,612-010
694B5029A6932186C14214A7996B0FE8,Puri Dibia Hotel,Bali,ID,Jl Raya Kuta No 20X,2,
E8CD06CC7926860C02FBA5DD61E8D7E8,Krabi Klong Moung Bay View,Krabi,TH,309 moo 2 Tumbol Nongtalay Amphugr Muang Krabi Thailand,2.5,81000
90573C8A4CCFBFBCAF12B016B0A058A3,Caza V1 Serviced Apartment,Rayong,TH,"8 Klongkhood Road,Tambol Tarpradoo,Ampur Muang",3.5,21000
18A89EF0A8901B1213BE467839AB772A,Villa Keti,Brac Island,HR,Punta bb,4,21410
BE8BFBD463F99C1CDC9820E80B96E00E,Hotel Goguma Shinchon,Seoul,KR,"16, Baekbeom-ro 4-gil, Mapo-gu",2.5,121-100
BE36F6313F8CC18830CF0B70B7C6AB4B,Chayadol Boutique Resort,Chiang Rai,TH,"699 M.24 Korarat Village, Sankhongluang Soi 6 T.Robwieng A.Muang",3.5,57000
11877DECE964CF0AFD6429DC8F130F94,Hotel-Pension Odin,Berlin,DE,Roelckestr. 167,2,13086
5E69FDA38CDA2060819766569FD93AA5,Adina Apartment Hotel Melbourne,Melbourne,AU,189 Queen Street,4.5,3000
88B9C12AA777C243B26518621E0B6F9A,Wyndham Grand Plaza Royale Mingfa Zhangzhou,Zhangzhou,CN,"No.28, Xin Pu East Road, Longwen District",5,363000
9757F144069903F702CBDFDEE1926D02,SHIMOGYOU-AN,Kyoto,JP,"645-1 Kagiyacho Shimogyo-ku,Kyoro-Shi",1.5,600-8317
24C8F892FC6D2D21E5F17875C23B6FF7,Hangzhou Ice Blue Business Hotel,Hangzhou,CN,"1 - 4 Floors, Weiling Plaza, No.380 Jiangnan Avenue",3,310051
58AF3C0714AB9618F9CBE7A18C4705F1,Veeve - Sweet Primrose,London,GB,Primrose Gardens,0,NW3 4TP
DBEBE79FF65B4BC79F23EAD6CAC3334C,A BIZZ Hotel,Lampang,TH,"152/56 Lampang-Maeta Rd., T.Prabat, A.Muang",3,52000
7DF1A71C7B8CC7195547191B607F4E66,Garden Hotel Kanazawa,Ishikawa,JP,"2-16-16, Honmachi",3,920-0853
1498368B409794C5622C7F0929352CF9,Baan Chan Lay Koh Chang,Koh Chang,TH,"31/1 Moo 2 Baan Salakphet, Koh Chang Tai,",2,23170
A14CAF57A813A5E718892C6A0E8595FC,Pride of Paddington Hostel,London,GB,1-3 Craven Rd,1,W2 3BP
743FA05A2E95332BBF9FCEB54301B954,Skylon Hotel,Gandhinagar,IN,"Skylon Hotel, K7 Circle, Sector 26",3,382028
89B870D87169533DE745EE874981EF4A,Pepper Route Hotel,Kochi,IN,KB Jacob road,3,
CB19DC6C56836F35DA841F13C446AE44,Hotel Sacher,Vienna,AT,Philharmoniker-Strasse 4,5,1010
0D31FE8F425D12206531A9283CAFAAA1,Peters Guesthouse,Pretoria,ZA,"790 Stellenberg Road, Equestria",3,81
D597BE26703B247F714798C0D798A781,Hampshire Hotel - The Manor Amsterdam,Amsterdam,NL,Linnaeusstraat 89,4,1093
D3318959AF0C844C0502127F6317BFE5,Shouan the Kyoto Machiya Inn,Kyoto,JP,"852 1-chome, Agaru, Omiya St., Marutamachi, Kamigyo-ku",3,602-8134
F48A050AE69CEE2DE23D126460DD448C,Hotel Tiara,Bangalore,IN,"No. 63, Opposite Oracle,Cauvery Layout, Suddeguntepalya",2.5,560029
85523FCD529BAEC2318368EAD725B02E,Oasis Inn,San Francisco (CA),US,900 Franklin Street,2,94109
D885BE173638E5F0455A5ECC1624B181,Boutique Stays Melrose Terrace,Melbourne,AU,54 Melrose Street,3,3051
4FD6726DFA27E935D5D1120C0B3D353E,Ariva Summerhome Umasari Boutique Hotel,Bali,ID,"Jl. Petitenget, Perum Umasari Blok D No. 1",3,80361
A6D3E7BFF6CFB3F488865BB72531F8C3,Hotel Best Western Russian Manchester,Ivanovo,RU,"Bubnova str., 44",3,153000
2D3ED121E96BB70734DD23909BFBF7C5,An Mor Hotel,Bude,GB,Hartland Terrace,0,EX23 8JY
620B2AF2D1CA9F5A904D17C797D67B53,Atlantis Condo Resort Pattaya By Trirong,Pattaya,TH,494/166 Moo.12 Nongprue Banglamung,2,20150
C10E5EA4FA6F1002D388FF98315931AC,Twisted Palms Lodge & Restaurant,Zanzibar,TZ,Bwejuu - Zanzibar - P.O. Box 2895,2,"Bwejuu, yanyibar"
E7691293DDF01CBD9E3D95E744FD9B85,35 Kelkiewyn B and B,Nelspruit,ZA,"35 Kelkiewyn Street, West Acres X6",3,1201
1B27A3104BB73A96EC936091CB6500A2,Parkside Navjyoti Hotel,Amritsar,IN,Katra Sher Singh Furniture Market Hallgate,3,143006
F44E2E7FCAC3466EA619D56DF5E39B5F,Mirvana Nature Resort and Camp,Jaisalmer,IN,"R.G.Farms, Village -Sodakore,",4,345031
88A6EA8A31FBE6CB257F204C63EC3482,Hotel Metro,Milan,IT,61 Corso Vercelli,3,20144
16BFFAC38D4DBA3BFE7BCB24B7049F7B,Ginger Hotel Surat,Surat,IN,"Off Dumus Road, Near Iskon Mall, Piplod",3,395007
9E594C02508FBA870FF4B06D70CE4CD1,Student Haus Elephant & Castle,London,GB,Walworth Road,0,EC2A 4JH
BF5E1048D373522EBEFC1D16FA489C55,D Tunjung Resort & Spa,Bali,ID,Jalan Raya Candidasa,3,80800
2D4FF607CD10EC073F65A22C7DB46DEB,Babuino 181 Luxury Suites,Rome,IT,"181, Del Babuino Street",2,187
D706CE6F361D6891C973974F7CC669ED,Dome Hotel & SPA,Riga,LV,Miesnieku iela 4.,5,LV-1050
D68A20673942D28ECCBDC48C1F736E35,Monarch Apartments,Colombo,LK,"NO 89, Galle Road, Colombo 3",5,
2EC7C45DB5E2F52A817CC151DF9D3E9A,Hachinohe Grand Hotel,Aomori,JP,Ban cho 14,3,031-0031
50CF7B54399677FE045C70BF252E13E9,Luxury Suites International by Vdara,Las Vegas (NV),US,"2600 West Harmon Avenue, Las Vegas Strip, Las Vegas, NV",4,89109
949694A5059302E7283073B502F094D7,Mercure Severinshof Koln City Hotel,Cologne,DE,Severinstrasse 199,4,
92253586C4ED6B692C0107F73F956ABE,Smile Hotel Yonago,Yonago,JP,"1-1-55, Nishifukubara",3,683-0805
49F23535A29FFBE22671623B2F5929FA,Ram N Residency,Pondicherry,IN,"27, Yanam Venkadasalam Street,",3,605001
1132D8E10F0165DFA2300CB8FD7F50B7,Hotel Reseda,Paris,FR,2 Avenue du General de Gaulle,0,93170
2D18BDD90870AD2597E58F68493B7672,Niagara Hotel Lawang,Malang,ID,"Jl. Dr. Sutomo 63, Lawang",1,
75A6E5993AEFBA4F6CB07254637A6133,Copthorne Cameron Highlands,Cameron Highlands,MY,Kea Farm,4,39100
38022A6ABC41F100A767C1DE6AF11B31,Zaisan Gate Hotel,Ulaanbaatar,MN,"Zairean Street, Khoroo 11",3,161517
04F2895F5BB439F337C73C22E788A620,Hotel Sunshine,Haridwar,IN,"Near Harki Pauri, Moti Bazar",3,249401
21812942814448C66624701FB2F77DC2,Hotel Arenal Lodge,La Fortuna,CR,200 mts noroeste de la represa del lago del Arenal en La Fortuna,3.5,511017
16B04751929F5CDD7C6D96751D0C525C,Baross City Hotel,Budapest,HU,"Budapest, Baross ter 15.",3,1077
B2409C964E45DBF169EA3C37B7CFEF63,Absolute Backpackers Mission Beach,Mission Beach,AU,28 Wongaling Beach Road,4,4852
DE61DD4472DACCD1899A29E2C2A5B041,Hotel Sardonyx Tokyo,Tokyo,JP,"1-13-7 Hacchobori, Chuo-ku",3.5,104-0032
4E49585649A6FCA4FE68F5D418276433,APA Hotel Nagasaki Ekimae,Nagasaki,JP,2-1 Daikokumachi Nagasakishi Nagasakiken,3,850-0057
2A5B734F2A48F79E74890DEFAA58D7E0,Les Matins De Paris,Paris,FR,Rue Clauzel,4,75009
5041DF8DEFB1CC152F1E7719BC1098B1,Baywatch Diving and Fun Center,Bohol,PH,Alona Beach,2,6340
9293D8EA779D23BB6ABC621E8188BB6E,Rococco@Ashvem Resort,Goa,IN,"Ashvem, Mandrem, Pernem",3,403527
B7F58EDDEDE3C8DAA532208357CE3EE8,Olympic Hotel Nha Trang,Nha Trang,VN,6-8 Phan Boi Chau Street,3,
7221D11C9520C6B8797A3CE8108B7231,Guesthouse Akicafe Inn,Hiroshima,JP,1F 2-7 Mianmi-ku Enkobashi-cho,1,732-0823
23FCF35B0A60D6F917F34F8024F5DDC9,Rodeway Inn Maingate Hotel,Orlando (FL),US,5995 West Irlo Bronson Highway,2,34747
27D03C864A511993045DBEB37BE5B1AC,Lake Hawea Hostel,Wanaka,NZ,1 Capell Avenue,2,9382
2564D4736E28964CD9EE7E2BEF31FFCC,Phuong Binh House,Phu Quoc Island,VN,"118 Alley, Tran Hung Dao street, Duong Dong",2,
B36B1918963268E634932D20BB5E28DC,Comfort Suites Central,Corpus Christi (TX),US,538 South Padre Island Drive,3,78405
AAB963A61D0C98FECD5A4AAD62B62E83,Hotel Frisco Colorado,Frisco (CO),US,308 Main St,3,
C725B09627A173BEACEB927F7DD0A030,ibis Berlin Dreilinden,Berlin,DE,Heinrich - Hertz - Str1,2,14532
668A0D06A920AE77A8E932AD168B1650,Waterfront Hotel,Sunshine Coast,AU,2/46 David Low Way,3,4558
4A3949D0EDAAE5505BD42A18E1BF9229,Ermitage,Paris,FR,42 Bis rue Ermitage,1,75020
F8A31C904EFB096FC4C0C18DE220F605,Thearoth Villa,Siem Reap,KH,"10 Makara St, Tropeang Treng Villag, Salakamroeuk",0,
A07A0ED5B0330DB4292A6B398E86DC3B,Radisson Blu Hotel - Dubai Media City,Dubai,AE,Dubai Media City,4,
4EB00FF8D441DCD683D74993E671749D,Vanne Hotel,Battambang,KH,"Romchak 4 Village, Rattanak Commune",3,
DE1E3909986B50816429C16EA74BF7D2,The Boleyn Hotel,London,GB,29 The Hythe,3,TW18 3JD
B3344FB2A627574018919C5862A23CCD,Hampton Inn Auburn,Auburn (MA),US,736 Southbridge Street,2.5,1501
3567C67782FFD96ACF9CDCBC7509F963,Hotel White House Pyramid,Hyogo,JP,"3-38 Nagoyama-cho,Himeji-shi",2,670-0051
